Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other,Mkt-RF
200004,  -1.82,   9.27,   0.96,  -1.98, -10.69,  -7.90,  -4.27,   5.25,   7.60,  -3.41,-0.0624
200005,   7.22, -13.22,  -1.41,   9.44, -10.84, -10.41,  -2.70,   3.94,   3.90,   3.46,-0.0427
200006,   2.39,  -9.48,  -1.14,  -5.17,  13.03,   4.18,  -2.32,  11.52,  -4.76,  -2.81,0.0467
200007,   0.79,   4.61,  -0.63,  -2.61,  -5.18,  -7.41,  -1.37,  -6.16,   4.43,   5.55,-0.0223
200008,  -1.81,   4.57,   6.96,   8.91,  12.56,  -0.96,  -2.45,   3.58,  11.72,   9.08,0.0709
200009,   3.46,  -4.10,  -6.06,   4.37, -14.99,  -4.07,   2.70,   3.72,   9.63,   0.36,-0.0564
200010,   7.63,   1.88,   4.59,  -3.05,  -7.28,  -0.42,  -1.51,   2.60,  -2.24,  -1.07,-0.0298
200011,   2.78, -11.21,  -3.63,  -2.95, -23.36, -15.51,  -1.37,   0.79,   3.10,  -5.95,-0.1064
200012,   5.46,   1.07,   7.14,   7.75,  -7.95,  -4.38,   5.62,   3.53,   6.58,   7.18,0.0144
200101,  -1.92,  13.20,  -0.12,  -3.39,  16.53,  14.39,   6.63,  -8.94, -10.77,   0.05,0.0330
200102,   0.18,  -1.25,  -4.29,   0.12, -25.96,  -9.89,  -5.35,  -0.50,   6.24,  -4.38,-0.1017
200103,  -4.65,  -3.06,  -7.31,  -0.31, -13.59,  -5.69,  -2.87,  -8.44,   1.64,  -4.11,-0.0734
200104,   0.93,   8.44,   8.48,  10.32,  17.99,   2.51,   5.60,   3.99,   5.46,   5.78,0.0794
200105,   3.35,  -2.32,   2.89,   0.09,  -3.33,  -1.28,   1.60,   3.03,   0.01,   3.75,0.0076
200106,  -1.61,   3.48,  -4.52,  -7.71,   1.48,  -3.00,  -2.49,  -2.85,  -6.22,   0.03,-0.0201
200107,  -0.19,   3.28,   0.50,  -2.55,  -7.58,  -0.67,   4.59,   2.30,  -3.66,  -2.27,-0.0208
200108,   2.51, -11.36,  -1.91,  -3.59, -12.65,  -9.24,  -6.98,  -3.11,   0.42,  -5.33,-0.0622
200109,  -2.57, -16.90, -12.76,  -5.65, -18.94,  -2.45,  -9.60,  -0.59,  -6.39,  -8.30,-0.0935
200110,   1.08,   0.90,   3.87,   4.78,  15.68,  -9.39,   1.64,   1.18,   1.41,  -0.58,0.0250
200111,   2.08,  15.50,   8.35,  -4.11,  15.92,   6.09,  10.14,   5.04,  -1.63,   7.92,0.0765
200112,   2.02,  -0.91,   2.67,   6.16,  -0.59,   2.74,   4.51,  -2.88,   3.85,   3.30,0.0161
200201,   1.92,   2.94,   1.65,  -2.99,  -0.56,  -7.14,   2.76,  -2.36,  -4.07,  -2.92,-0.0177
200202,   4.36,   3.05,   4.30,   5.19, -13.20,  -2.39,  -0.09,  -0.51,  -0.25,  -0.52,-0.0228
200203,   3.74,   6.92,   4.96,   7.81,   6.43,   0.31,   2.03,   0.46,  10.04,   5.43,0.0425
200204,   2.66,   1.74,  -1.48,  -4.40, -11.76, -12.71,  -1.38,  -7.59,  -0.56,  -3.74,-0.0506
200205,   1.44,  -0.21,  -0.31,  -0.59,  -3.78,   3.01,  -1.26,  -2.23,  -6.47,  -0.39,-0.0122
200206,  -5.79,  -8.11,  -3.11,  -0.44, -12.21, -14.40,  -5.08,  -9.60,  -5.36,  -5.38,-0.0716
200207,  -6.72, -12.26,  -8.51, -11.95,  -9.63, -11.67, -11.31,  -2.55, -12.30,  -6.41,-0.0826
200208,   2.49,   0.38,  -1.27,   0.54,  -0.87,   0.33,   1.90,   0.66,   3.38,   1.14,0.0063
200209,  -7.68, -11.08,  -8.26,  -8.13, -16.74,  -9.30,  -9.40,  -5.86, -10.86, -10.70,-0.1012
200210,   5.22,  -3.30,   3.89,   3.28,  19.41,  21.36,   5.70,   5.69,  -0.68,   6.38,0.0731
200211,  -1.27,  12.07,   6.23,   3.17,  16.14,  11.76,   1.93,   3.70,   1.62,   4.61,0.0601
200212,   0.00,  -7.26,  -3.76,   0.76, -13.03,  -9.07,  -6.94,  -4.05,   3.85,  -4.98,-0.0545
200301,  -4.78,  -3.23,  -4.07,  -2.41,  -1.47,  -3.53,  -4.77,  -0.60,  -3.17,  -2.32,-0.0241
200302,  -3.11,  -5.05,  -2.16,   1.98,   1.27,  -6.44,  -1.21,  -1.94,  -3.92,  -2.62,-0.0161
200303,  -2.67,  -2.76,   1.31,   1.18,  -0.97,  -0.60,   4.61,   3.79,   4.35,   0.75,0.0093
200304,   4.70,  15.18,   6.39,  -0.57,   9.27,  11.15,   8.90,   4.32,   7.44,  11.78,0.0815
200305,   9.22,   2.85,   4.63,   8.91,   9.77,   6.16,   3.41,   3.91,  10.11,   5.30,0.0622
200306,   1.57,   2.68,   0.54,  -1.21,   0.25,   1.97,   3.47,   4.11,   0.66,   0.94,0.0154
200307,  -2.33,   6.60,   4.95,  -2.70,   5.67,  -1.65,   3.32,   0.62,  -5.25,   3.53,0.0223
200308,   0.66,   7.86,   4.19,   6.26,   6.05,   1.34,   6.76,  -2.53,   1.91,   0.61,0.0247
200309,   1.11,  -4.07,  -3.75,  -2.31,  -0.89,  -5.65,  -4.53,   0.24,   3.90,   0.35,-0.0101
200310,   5.59,   6.97,   8.86,   1.54,   8.23,   6.66,   9.03,   0.72,   1.58,   6.42,0.0595
200311,   3.78,   3.09,   2.08,   0.61,   1.89,  -0.63,   0.58,   1.63,   0.94,   1.11,0.0158
200312,   3.31,  12.30,   6.75,  13.58,   2.10,   7.39,  -2.13,   5.68,   5.81,   4.48,0.0447
200401,   0.12,  -1.12,  -0.62,   0.45,   4.50,   1.42,   0.45,   3.04,   1.92,   2.72,0.0224
200402,   4.28,  -0.11,   1.99,   4.69,  -2.93,  -0.79,   6.08,   0.91,   2.06,   2.02,0.0149
200403,  -0.30,  -1.15,  -0.22,  -0.16,  -2.54,  -2.44,   0.30,  -3.91,   1.17,  -0.61,-0.0116
200404,   1.51,   2.38,  -0.19,   2.48,  -4.90,  -0.51,  -2.68,   3.57,  -3.51,  -3.84,-0.0250
200405,  -2.19,  -1.61,   1.59,   0.42,   4.83,  -2.95,   0.27,  -0.38,   1.28,   2.08,0.0135
200406,   1.87,   5.08,   5.35,   5.49,   2.63,   0.56,   0.07,  -0.38,   2.01,   1.51,0.0208
200407,  -5.83,  -4.69,  -4.04,   3.28,  -8.49,  -1.27,  -3.98,  -5.87,   1.05,  -2.40,-0.0387
200408,   0.83,  -2.30,   1.28,  -1.24,  -4.43,   1.28,  -1.15,   1.66,   3.67,   1.93,0.0016
200409,  -1.76,   2.45,   1.91,   8.88,   3.29,   1.34,   2.58,  -1.41,   1.42,   1.24,0.0195
200410,   2.87,  -2.65,  -1.37,   0.66,   5.03,   3.36,   3.08,  -2.41,   4.23,   1.22,0.0167
200411,   4.52,   7.18,   7.17,   6.56,   5.84,   3.42,   3.61,   0.66,   4.92,   4.96,0.0468
